Frequency (Hz)	Level (dB)
987.304688	-73.246155
988.281250	-72.853889
989.257812	-73.270180
990.234375	-74.200119
991.210938	-73.513252
992.187500	-73.312622
993.164062	-73.417076
994.140625	-72.504936
995.117188	-73.414688
996.093750	-72.312767
997.070312	-73.746002
998.046875	-73.191620
999.023438	-73.016075
1000.000000	-73.155045
1000.976562	-73.833672
1001.953125	-73.003677
1002.929688	-72.830658
1003.906250	-73.469208
1004.882812	-74.059860
1005.859375	-73.202721
1006.835938	-73.766701
1007.812500	-73.845146
1008.789062	-74.355537
1009.765625	-73.594917
1010.742188	-73.217094
1011.718750	-73.616051
1012.695312	-72.191559
1013.671875	-73.163116
1014.648438	-73.114189
1015.625000	-72.640663
1016.601562	-73.581314
1017.578125	-73.581841
1018.554688	-73.213905
1019.531250	-74.287163
1020.507812	-72.909386
1021.484375	-72.954201
1022.460938	-73.210770
1023.437500	-73.041840
1024.414062	-72.663605
1025.390625	-72.602058
1026.367188	-72.852982
1027.343750	-72.360542
1028.320312	-72.232414
1029.296875	-72.748917
1030.273438	-72.172585
1031.250000	-72.291809
1032.226562	-72.715248
1033.203125	-72.172958
1034.179688	-72.206329
1035.156250	-72.690445
1036.132812	-72.356880
1037.109375	-73.372993
1038.085938	-72.605515
1039.062500	-72.277077
1040.039062	-72.550461
1041.015625	-72.471405
1041.992188	-71.995056
1042.968750	-72.098396
1043.945312	-72.157982
1044.921875	-71.754410
1045.898438	-71.720879
1046.875000	-72.213631
1047.851562	-72.415878
1048.828125	-72.662247
1049.804688	-72.248611
1050.781250	-70.781044
1051.757812	-71.182526
1052.734375	-71.573219
1053.710938	-71.343582
1054.687500	-71.224022
1055.664062	-71.166405
1056.640625	-71.595146
1057.617188	-71.237137
1058.593750	-71.461693
1059.570312	-70.932838
1060.546875	-71.849045
1061.523438	-71.075943
1062.500000	-71.332535
1063.476562	-71.799683
1064.453125	-70.950600
1065.429688	-70.577888
1066.406250	-71.756340
1067.382812	-69.957481
1068.359375	-70.475723
1069.335938	-70.239243
1070.312500	-70.598442
1071.289062	-70.704033
1072.265625	-70.671967
1073.242188	-70.603935
1074.218750	-70.088562
1075.195312	-69.301834
1076.171875	-70.065094
1077.148438	-69.616211
1078.125000	-69.864265
1079.101562	-69.339699
1080.078125	-68.352936
1081.054688	-69.621750
1082.031250	-69.586792
1083.007812	-68.909370
1083.984375	-69.325294
1084.960938	-70.100601
1085.937500	-68.598587
1086.914062	-68.697083
1087.890625	-69.184555
1088.867188	-69.016319
1089.843750	-67.593033
1090.820312	-67.635544
1091.796875	-68.194641
1092.773438	-68.338654
1093.750000	-68.519005
1094.726562	-67.302727
1095.703125	-67.071617
1096.679688	-67.714432
1097.656250	-67.496544
1098.632812	-67.483727
1099.609375	-67.321877
1100.585938	-67.611465
1101.562500	-66.327568
1102.539062	-65.859299
1103.515625	-66.339165
1104.492188	-66.846771
1105.468750	-65.860931
1106.445312	-65.611221
1107.421875	-65.848137
